"Sample","ID","Timestamp","Berlin","Paris","London","Barcelona","Madrid","Rome","Stockholm","Amsterdam","Prague","Budapest","Lisbon","Brussels","Vienna","StPetersburg","Krakow","Riga","Istanbul","Geneva","Athens","Dublin","Purpose1","Purpose2","Purpose3","Purpose4","Purpose5","Purpose_Other","With_Whom_1","With_Whom_2","With_Whom_3","With_Whom_4","With_Whom_5","Number_of_Trips","Avg_Budget","Age","Gender","Nationality","CurrentCity","Occupation","PartnershipStatus","id_unique"
10,7,"12/23/2015 15:45",1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,"",1,1,1,0,0,2,2,26,"Male","German","Berlin","Master student","in a relationship.",248
10,8,"12/24/2015 16:09",1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,"",1,1,0,0,0,4,5,52,"Male","German","Bad Homburg","Employed","married.",249
10,9,"12/25/2015 0:48",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,"",0,0,1,0,0,4,1,24,"Female","Latvian","Riga","Self-Employed","in a relationship.",250
10,10,"12/25/2015 1:04",1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,"shopping",1,1,1,0,0,3,2,26,"Female","Russian","Berlin","Bachelor student","married.",251
10,11,"12/25/2015 11:51",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,1,0,0,3,3,25,"Male","German","Berlin","Employed","in a relationship.",252
10,12,"2/1/2016 15:00",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",1,0,0,0,0,3,2,21,"Male","German","Berlin","Bachelor student","single",253
10,13,"4/1/2016 13:28",1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"",0,1,1,0,0,1,3,23,"Male","German","MÅnster","Master student","in a relationship.",254
10,14,"6/1/2016 0:01",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,"",1,1,0,0,0,4,2,20,"Female","Taiwanese","Madrid","Bachelor student","single",255
10,15,"7/1/2016 16:29",1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,"",1,1,1,0,0,3,2,22,"Male","Russian","Moscow","Master student","in a relationship.",256
10,16,"7/1/2016 16:41",1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,"",0,1,1,0,0,4,3,24,"Female","German","Hannover","Master student","in a relationship.",257
10,17,"7/1/2016 16:49",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,"",0,1,0,0,0,4,2,25,"Female","German","Berlin","Master student","single",258
10,18,"7/1/2016 21:12",1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"",0,1,0,0,1,3,1,22,"Male","German","Berlin","Bachelor student","single",259
10,19,"7/1/2016 23:08",1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,"",0,1,1,0,0,3,2,26,"Female","Bulgarian","Berlin","Master student","in a relationship.",260
10,20,"8/1/2016 14:31",1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"",0,1,0,0,0,2,2,23,"Female","Russian","Cardiff","Master student","single",261
10,21,"8/1/2016 22:38",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,"",0,1,1,0,0,2,1,26,"Male","German","Berlin","Master student","single",262
10,22,"9/1/2016 17:24",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,"",0,1,1,0,0,5,1,23,"Male","German","Innsbruck","Diploma","in a relationship.",263
10,23,"9/1/2016 18:05",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"",0,1,1,0,1,3,2,25,"Male","Bulgarian","Berlin","Bachelor student","single",264
10,24,"10/1/2016 12:01",1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,"",0,1,0,0,1,4,2,23,"Female","Russian","Jînkîping","Master student","single",265
10,25,"12/1/2016 8:45",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,"",1,1,1,0,0,3,1,23,"Male","Russian","Ekaterinburg","Master student","in a relationship.",266
